Order_ID,Order_Date,Shipment_Date,Delivery_Date,Month,Quarter,Year,Region,Warehouse,Supplier,Product_Category,Product,Units_Ordered,Units_Shipped,Inventory_On_Hand,Reorder_Level,Lead_Time_Days,Delivery_Status,Delivery_Delay_Days,Transportation_Cost,Inventory_Holding_Cost,Demand_Forecast,Actual_Demand
ORD-1134,2025-11-11,2025-11-12,2025-11-26,Nov,Q4,2025,South,Chennai-W3,IndoTrans Pvt Ltd,Pharma,Sanitizer,89,87,329,213,14,On-Time,0,45629.97,5638.82,270,314
ORD-1135,2024-12-01,2024-12-04,2024-12-13,Dec,Q4,2024,North,Delhi-W1,JetStream Logistics,Pharma,Paracetamol,311,285,213,614,9,Delayed,7,25555.93,3039.26,295,276
ORD-1136,2024-11-11,2024-11-14,2024-11-16,Nov,Q4,2024,West,Ahmedabad-W8,Apex Logistics,FMCG,Detergent,73,66,1534,215,2,On-Time,0,7711.5,18095.93,512,518
ORD-1137,2024-10-20,2024-10-22,2024-10-26,Oct,Q4,2024,South,Bengaluru-W4,FastTrack Carriers,Pharma,Face Mask,495,488,873,534,4,Delayed,9,10984.54,17485.16,87,100
ORD-1138,2025-07-04,2025-07-06,2025-07-16,Jul,Q3,2025,South,Chennai-W3,Apex Logistics,Electronics,Tablet,287,272,1215,584,10,On-Time,0,42051.22,6455.22,187,217
ORD-1139,2024-07-12,2024-07-15,2024-07-29,Jul,Q3,2024,North,Delhi-W1,GlobalLink Supply,Automotive,Brake Pad,173,152,306,758,14,Delayed,10,35241.06,17699.82,180,165
ORD-1140,2025-02-15,2025-02-17,2025-02-22,Feb,Q1,2025,South,Chennai-W3,ClearPath Distributors,Automotive,Tyre,169,164,1598,739,5,On-Time,0,31906.3,14105.57,182,204
ORD-1141,2024-05-26,2024-05-29,2024-06-08,May,Q2,2024,South,Bengaluru-W4,EcoShip India,Apparel,T-Shirt,335,332,1901,329,10,On-Time,0,24224.03,10921.17,254,216
ORD-1142,2025-11-18,2025-11-20,2025-12-04,Nov,Q4,2025,East,Bhubaneswar-W6,GlobalLink Supply,FMCG,Biscuits,242,212,1201,634,14,Delayed,4,18533.14,14736.38,445,452
ORD-1143,2024-02-29,2024-03-03,2024-03-11,Feb,Q1,2024,West,Mumbai-W7,GlobalLink Supply,FMCG,Biscuits,154,138,261,610,8,On-Time,0,9160.88,15042.52,112,137
ORD-1144,2025-01-21,2025-01-24,2025-02-04,Jan,Q1,2025,North,Delhi-W1,Delta Freight,Automotive,Engine Oil,295,259,1957,490,11,On-Time,0,45904.74,5812.54,162,137
ORD-1145,2024-04-30,2024-05-03,2024-05-17,Apr,Q2,2024,West,Mumbai-W7,JetStream Logistics,FMCG,Cooking Oil,172,160,1688,439,14,On-Time,0,29014.26,8466.67,163,173
ORD-1146,2025-05-24,2025-05-26,2025-05-29,May,Q2,2025,West,Ahmedabad-W8,Delta Freight,Apparel,Jacket,261,223,1869,376,3,On-Time,0,5729.9,11959.61,349,339
ORD-1147,2025-03-03,2025-03-05,2025-03-09,Mar,Q1,2025,South,Bengaluru-W4,Delta Freight,Pharma,Vitamin C,305,284,1502,495,4,Delayed,8,48492.87,13550.5,286,291
ORD-1148,2024-12-26,2024-12-27,2024-12-31,Dec,Q4,2024,West,Mumbai-W7,IndoTrans Pvt Ltd,Electronics,Laptop,479,467,1775,199,4,On-Time,0,23557.65,17165.8,130,158
ORD-1149,2024-06-03,2024-06-04,2024-06-09,Jun,Q2,2024,West,Ahmedabad-W8,Apex Logistics,Automotive,Battery,387,357,113,694,5,On-Time,0,5533.29,11529.52,182,180
ORD-1150,2024-10-20,2024-10-21,2024-10-31,Oct,Q4,2024,West,Mumbai-W7,BlueStar Supply Co,Electronics,Smartphone,173,152,1178,408,10,On-Time,0,17029.61,9144.14,273,231
ORD-1151,2025-04-15,2025-04-18,2025-04-23,Apr,Q2,2025,South,Bengaluru-W4,BlueStar Supply Co,Electronics,Laptop,257,233,1231,637,5,Delayed,1,36628.03,3488.35,459,472
ORD-1152,2024-12-05,2024-12-08,2024-12-23,Dec,Q4,2024,North,Delhi-W1,Delta Freight,FMCG,Cooking Oil,188,161,252,437,15,On-Time,0,30357.94,2592.23,587,515
ORD-1153,2024-01-17,2024-01-18,2024-01-29,Jan,Q1,2024,South,Bengaluru-W4,BlueStar Supply Co,Apparel,Jeans,338,299,1809,548,11,On-Time,0,29325.31,8909.23,357,418
ORD-1154,2025-12-06,2025-12-09,2025-12-12,Dec,Q4,2025,East,Kolkata-W5,BlueStar Supply Co,Pharma,Vitamin C,479,412,1339,778,3,On-Time,0,22851.64,15923.99,57,55
ORD-1155,2025-04-06,2025-04-08,2025-04-13,Apr,Q2,2025,East,Bhubaneswar-W6,GlobalLink Supply,FMCG,Cooking Oil,93,89,704,402,5,On-Time,0,8691.71,4775.98,449,404
ORD-1156,2024-06-06,2024-06-09,2024-06-17,Jun,Q2,2024,East,Bhubaneswar-W6,BlueStar Supply Co,Electronics,Laptop,207,189,1659,426,8,Delayed,2,13432.63,10079.19,325,324
ORD-1157,2024-04-15,2024-04-16,2024-04-19,Apr,Q2,2024,East,Kolkata-W5,JetStream Logistics,Automotive,Tyre,492,446,697,573,3,On-Time,0,8811.48,18220.45,602,503
ORD-1158,2024-09-05,2024-09-08,2024-09-18,Sep,Q3,2024,South,Bengaluru-W4,ClearPath Distributors,FMCG,Biscuits,204,181,398,214,10,Delayed,5,23949.61,10716.16,74,79
ORD-1159,2024-09-09,2024-09-12,2024-09-24,Sep,Q3,2024,West,Mumbai-W7,HyperChain Corp,Electronics,Smartphone,205,174,910,490,12,On-Time,0,22095.05,17519.57,247,265
ORD-1160,2025-10-28,2025-10-31,2025-11-04,Oct,Q4,2025,East,Bhubaneswar-W6,JetStream Logistics,FMCG,Cooking Oil,210,184,915,476,4,Delayed,8,48549.34,16075.54,195,206
ORD-1161,2025-02-06,2025-02-08,2025-02-11,Feb,Q1,2025,South,Chennai-W3,IndoTrans Pvt Ltd,Electronics,Smart Watch,412,363,1733,448,3,On-Time,0,8112.14,17260.18,430,447
ORD-1162,2025-05-26,2025-05-27,2025-06-08,May,Q2,2025,East,Kolkata-W5,EcoShip India,FMCG,Cooking Oil,454,411,1019,762,12,On-Time,0,23036.23,11119.03,586,511
ORD-1163,2025-03-04,2025-03-07,2025-03-09,Mar,Q1,2025,East,Kolkata-W5,BlueStar Supply Co,FMCG,Biscuits,135,127,190,726,2,On-Time,0,35486.24,9193.12,396,425
ORD-1164,2025-03-16,2025-03-17,2025-03-19,Mar,Q1,2025,North,Lucknow-W2,Delta Freight,Automotive,Engine Oil,278,251,1048,752,2,On-Time,0,11783.52,19958.65,241,287
ORD-1165,2025-03-01,2025-03-02,2025-03-05,Mar,Q1,2025,South,Bengaluru-W4,EcoShip India,Apparel,Sneakers,451,397,1089,506,3,On-Time,0,24717.47,14541.74,167,203
ORD-1166,2024-02-15,2024-02-18,2024-02-21,Feb,Q1,2024,North,Lucknow-W2,BlueStar Supply Co,FMCG,Shampoo,314,275,427,488,3,On-Time,0,48130.82,6173.4,259,247
ORD-1167,2024-07-09,2024-07-12,2024-07-24,Jul,Q3,2024,West,Ahmedabad-W8,Apex Logistics,Automotive,Engine Oil,280,262,896,154,12,On-Time,0,14260.3,15541.86,507,454
ORD-1168,2025-08-14,2025-08-15,2025-08-29,Aug,Q3,2025,South,Bengaluru-W4,FastTrack Carriers,FMCG,Cooking Oil,108,96,1866,651,14,On-Time,0,33759.89,12745.47,336,352
ORD-1169,2024-04-26,2024-04-28,2024-05-05,Apr,Q2,2024,West,Mumbai-W7,EcoShip India,Automotive,Brake Pad,394,342,341,394,7,On-Time,0,13237.0,14481.86,287,301
ORD-1170,2025-09-02,2025-09-03,2025-09-14,Sep,Q3,2025,West,Ahmedabad-W8,ClearPath Distributors,Pharma,Vitamin C,334,292,691,293,11,Delayed,8,32873.45,17579.4,43,44
ORD-1171,2024-07-18,2024-07-20,2024-07-30,Jul,Q3,2024,West,Ahmedabad-W8,HyperChain Corp,Pharma,Face Mask,300,262,1257,181,10,On-Time,0,14923.83,2588.51,157,155
ORD-1172,2024-06-21,2024-06-23,2024-07-04,Jun,Q2,2024,West,Mumbai-W7,JetStream Logistics,Electronics,Tablet,446,415,851,705,11,On-Time,0,6872.47,14941.64,283,319
ORD-1173,2025-03-11,2025-03-12,2025-03-25,Mar,Q1,2025,South,Bengaluru-W4,Apex Logistics,Pharma,Sanitizer,228,223,278,599,13,On-Time,0,10282.37,16614.0,165,147
ORD-1174,2025-08-25,2025-08-28,2025-09-04,Aug,Q3,2025,West,Mumbai-W7,JetStream Logistics,FMCG,Shampoo,466,410,221,733,7,On-Time,0,17648.83,11697.83,244,205
ORD-1175,2024-10-26,2024-10-28,2024-11-08,Oct,Q4,2024,East,Kolkata-W5,ClearPath Distributors,Pharma,Paracetamol,191,187,359,285,11,Delayed,6,42281.68,15706.52,369,386
ORD-1176,2024-05-25,2024-05-28,2024-06-09,May,Q2,2024,East,Bhubaneswar-W6,GlobalLink Supply,Pharma,Paracetamol,374,362,1674,245,12,On-Time,0,38741.11,14504.67,463,489
ORD-1177,2025-05-14,2025-05-16,2025-05-27,May,Q2,2025,North,Delhi-W1,HyperChain Corp,Apparel,T-Shirt,457,425,546,589,11,On-Time,0,27262.17,7811.57,172,185
ORD-1178,2025-08-14,2025-08-15,2025-08-26,Aug,Q3,2025,West,Ahmedabad-W8,Apex Logistics,Electronics,Laptop,370,358,1041,166,11,Delayed,3,24857.87,2012.17,228,259
ORD-1179,2025-12-06,2025-12-07,2025-12-19,Dec,Q4,2025,East,Kolkata-W5,EcoShip India,Electronics,Tablet,178,153,1460,319,12,Delayed,5,37669.48,15594.18,275,259
ORD-1180,2025-12-21,2025-12-22,2025-12-24,Dec,Q4,2025,South,Bengaluru-W4,BlueStar Supply Co,FMCG,Shampoo,315,299,119,158,2,On-Time,0,41769.91,19786.79,275,256
ORD-1181,2025-05-04,2025-05-05,2025-05-10,May,Q2,2025,West,Mumbai-W7,BlueStar Supply Co,Electronics,Tablet,238,233,380,541,5,On-Time,0,38892.1,4396.63,330,386
ORD-1182,2025-06-27,2025-06-30,2025-07-02,Jun,Q2,2025,South,Bengaluru-W4,FastTrack Carriers,FMCG,Shampoo,260,245,1006,372,2,Delayed,2,11300.59,4216.83,393,413
ORD-1183,2025-03-15,2025-03-17,2025-03-31,Mar,Q1,2025,South,Chennai-W3,EcoShip India,Electronics,Smartphone,333,313,1576,772,14,Delayed,1,43155.14,13851.3,171,194
ORD-1184,2025-09-13,2025-09-16,2025-09-21,Sep,Q3,2025,West,Ahmedabad-W8,Apex Logistics,FMCG,Cooking Oil,247,214,1123,758,5,Delayed,1,49409.71,18810.64,102,107
ORD-1185,2025-08-05,2025-08-07,2025-08-14,Aug,Q3,2025,South,Bengaluru-W4,BlueStar Supply Co,Electronics,Laptop,57,50,181,211,7,On-Time,0,22908.88,7156.78,404,404
ORD-1186,2025-03-01,2025-03-03,2025-03-16,Mar,Q1,2025,West,Mumbai-W7,IndoTrans Pvt Ltd,Automotive,Engine Oil,192,165,261,673,13,On-Time,0,48844.1,4796.79,197,207
ORD-1187,2025-10-11,2025-10-14,2025-10-26,Oct,Q4,2025,North,Lucknow-W2,GlobalLink Supply,FMCG,Detergent,175,151,989,268,12,On-Time,0,32397.46,7567.22,445,419
ORD-1188,2024-06-28,2024-06-29,2024-07-01,Jun,Q2,2024,South,Chennai-W3,ClearPath Distributors,Pharma,Sanitizer,317,294,1784,415,2,Delayed,3,38739.94,17722.28,479,415
ORD-1189,2024-01-31,2024-02-02,2024-02-16,Jan,Q1,2024,West,Ahmedabad-W8,IndoTrans Pvt Ltd,Electronics,Tablet,414,412,1385,228,14,On-Time,0,27985.18,2997.9,491,479
ORD-1190,2025-01-11,2025-01-12,2025-01-18,Jan,Q1,2025,North,Delhi-W1,Delta Freight,Automotive,Brake Pad,72,70,125,400,6,Delayed,6,22234.08,4701.52,611,516
ORD-1191,2024-02-06,2024-02-09,2024-02-23,Feb,Q1,2024,West,Mumbai-W7,FastTrack Carriers,FMCG,Cooking Oil,418,375,1791,229,14,On-Time,0,10373.04,14119.86,57,66
ORD-1192,2025-06-12,2025-06-13,2025-06-21,Jun,Q2,2025,North,Lucknow-W2,EcoShip India,Apparel,Jacket,94,87,116,527,8,Delayed,10,40302.82,15312.37,161,164
ORD-1193,2025-08-28,2025-08-30,2025-09-13,Aug,Q3,2025,South,Chennai-W3,ClearPath Distributors,Electronics,Smart Watch,62,54,809,159,14,On-Time,0,5065.79,13831.47,519,474
ORD-1194,2024-11-10,2024-11-11,2024-11-16,Nov,Q4,2024,South,Bengaluru-W4,HyperChain Corp,Electronics,Smartphone,414,369,189,387,5,On-Time,0,28389.16,14615.24,226,230
ORD-1195,2024-03-27,2024-03-30,2024-04-02,Mar,Q1,2024,South,Bengaluru-W4,BlueStar Supply Co,Automotive,Brake Pad,272,258,367,392,3,Delayed,6,46671.89,9073.15,508,465
ORD-1196,2024-11-21,2024-11-23,2024-11-29,Nov,Q4,2024,South,Chennai-W3,Delta Freight,FMCG,Detergent,129,111,1020,627,6,On-Time,0,10433.15,8449.17,383,434
ORD-1197,2024-11-11,2024-11-13,2024-11-19,Nov,Q4,2024,North,Delhi-W1,ClearPath Distributors,Apparel,T-Shirt,160,156,771,301,6,Delayed,4,48578.0,9132.4,69,65
ORD-1198,2024-09-23,2024-09-24,2024-09-26,Sep,Q3,2024,West,Ahmedabad-W8,IndoTrans Pvt Ltd,Automotive,Engine Oil,98,90,1746,293,2,Delayed,1,42366.75,19686.21,93,106
ORD-1199,2025-02-14,2025-02-16,2025-02-28,Feb,Q1,2025,North,Lucknow-W2,BlueStar Supply Co,Electronics,Laptop,151,148,1008,281,12,Delayed,6,10513.74,18961.05,56,65
ORD-1200,2025-08-10,2025-08-12,2025-08-27,Aug,Q3,2025,West,Ahmedabad-W8,Apex Logistics,Pharma,Face Mask,138,124,1960,341,15,Delayed,8,44754.07,2623.69,373,357
ORD-1201,2025-10-24,2025-10-26,2025-11-04,Oct,Q4,2025,West,Ahmedabad-W8,Apex Logistics,Electronics,Tablet,246,214,508,688,9,Delayed,9,40768.08,19809.27,477,440
ORD-1202,2025-05-06,2025-05-09,2025-05-23,May,Q2,2025,West,Ahmedabad-W8,JetStream Logistics,Automotive,Tyre,248,220,153,476,14,On-Time,0,6318.66,16592.41,150,183
ORD-1203,2025-04-28,2025-05-01,2025-05-08,Apr,Q2,2025,South,Chennai-W3,BlueStar Supply Co,FMCG,Shampoo,186,172,1720,207,7,On-Time,0,47651.11,12362.46,428,448
ORD-1204,2024-06-26,2024-06-27,2024-07-02,Jun,Q2,2024,East,Bhubaneswar-W6,JetStream Logistics,Electronics,Tablet,340,317,1253,342,5,On-Time,0,41468.05,19466.98,292,317
ORD-1205,2025-05-17,2025-05-18,2025-05-21,May,Q2,2025,North,Delhi-W1,JetStream Logistics,FMCG,Detergent,319,294,779,778,3,Delayed,3,20334.16,5194.28,511,450
ORD-1206,2024-11-27,2024-11-28,2024-11-30,Nov,Q4,2024,South,Chennai-W3,BlueStar Supply Co,Automotive,Tyre,87,78,1456,555,2,On-Time,0,20145.25,7806.86,131,120
ORD-1207,2025-03-23,2025-03-26,2025-04-04,Mar,Q1,2025,East,Kolkata-W5,IndoTrans Pvt Ltd,Automotive,Tyre,164,155,1768,329,9,On-Time,0,38029.77,7301.31,141,130
ORD-1208,2025-12-19,2025-12-22,2025-12-30,Dec,Q4,2025,North,Delhi-W1,JetStream Logistics,Apparel,Jeans,377,352,1116,294,8,On-Time,0,8501.3,8242.58,176,203
ORD-1209,2024-03-31,2024-04-03,2024-04-15,Mar,Q1,2024,East,Bhubaneswar-W6,Apex Logistics,Apparel,Jeans,177,168,817,412,12,On-Time,0,37418.61,2866.65,288,264
ORD-1210,2024-06-19,2024-06-21,2024-06-30,Jun,Q2,2024,West,Ahmedabad-W8,IndoTrans Pvt Ltd,Pharma,Paracetamol,474,436,1869,741,9,On-Time,0,35922.22,4927.82,86,77
ORD-1211,2024-02-04,2024-02-06,2024-02-08,Feb,Q1,2024,East,Bhubaneswar-W6,BlueStar Supply Co,Electronics,Tablet,137,134,429,226,2,On-Time,0,45415.59,3675.88,410,344
ORD-1212,2025-05-09,2025-05-12,2025-05-14,May,Q2,2025,West,Mumbai-W7,JetStream Logistics,Pharma,Vitamin C,77,66,520,344,2,On-Time,0,29935.06,18660.32,286,316
ORD-1213,2024-10-15,2024-10-17,2024-10-22,Oct,Q4,2024,North,Delhi-W1,GlobalLink Supply,Automotive,Battery,128,109,107,587,5,Delayed,10,26614.78,3745.76,125,145
ORD-1214,2024-10-25,2024-10-26,2024-11-04,Oct,Q4,2024,North,Lucknow-W2,GlobalLink Supply,Pharma,Face Mask,388,345,1414,707,9,On-Time,0,21695.92,8866.01,132,135
ORD-1215,2024-09-26,2024-09-28,2024-10-07,Sep,Q3,2024,East,Kolkata-W5,EcoShip India,Automotive,Brake Pad,127,122,1466,249,9,Delayed,6,41368.11,9451.76,442,427
ORD-1216,2025-07-20,2025-07-21,2025-08-05,Jul,Q3,2025,West,Ahmedabad-W8,IndoTrans Pvt Ltd,Pharma,Vitamin C,293,262,908,185,15,On-Time,0,45520.48,16408.11,460,386
ORD-1217,2024-05-30,2024-05-31,2024-06-14,May,Q2,2024,West,Mumbai-W7,ClearPath Distributors,FMCG,Shampoo,114,97,260,595,14,Delayed,3,42534.87,6641.95,551,506
ORD-1218,2024-03-09,2024-03-10,2024-03-18,Mar,Q1,2024,West,Ahmedabad-W8,EcoShip India,Automotive,Battery,497,423,1534,788,8,On-Time,0,40175.85,4025.34,99,116
ORD-1219,2025-08-25,2025-08-28,2025-09-11,Aug,Q3,2025,North,Delhi-W1,JetStream Logistics,Electronics,Tablet,494,459,804,570,14,Delayed,8,30741.05,10514.84,116,128
ORD-1220,2024-05-27,2024-05-30,2024-06-10,May,Q2,2024,West,Mumbai-W7,GlobalLink Supply,Apparel,Jeans,75,72,1985,425,11,On-Time,0,5910.48,16712.95,180,195
ORD-1221,2025-05-18,2025-05-21,2025-06-02,May,Q2,2025,North,Delhi-W1,ClearPath Distributors,Apparel,Sneakers,446,434,651,576,12,On-Time,0,9017.91,9950.9,572,507
ORD-1222,2025-05-11,2025-05-14,2025-05-29,May,Q2,2025,East,Kolkata-W5,IndoTrans Pvt Ltd,FMCG,Detergent,209,199,926,288,15,On-Time,0,28592.88,12236.1,112,128
ORD-1223,2024-07-24,2024-07-25,2024-07-30,Jul,Q3,2024,North,Lucknow-W2,Apex Logistics,Apparel,Jeans,190,171,1050,667,5,On-Time,0,46538.31,14261.14,154,163
ORD-1224,2025-08-31,2025-09-02,2025-09-06,Aug,Q3,2025,West,Ahmedabad-W8,FastTrack Carriers,FMCG,Biscuits,433,422,285,441,4,Delayed,1,12330.83,12300.65,170,149
ORD-1225,2025-10-24,2025-10-25,2025-11-06,Oct,Q4,2025,South,Bengaluru-W4,GlobalLink Supply,Automotive,Brake Pad,492,475,1671,159,12,On-Time,0,10954.13,5117.61,361,450
ORD-1226,2024-09-15,2024-09-18,2024-10-02,Sep,Q3,2024,East,Bhubaneswar-W6,GlobalLink Supply,Pharma,Sanitizer,285,253,1055,459,14,On-Time,0,42093.99,9148.75,73,92
ORD-1227,2025-11-09,2025-11-11,2025-11-21,Nov,Q4,2025,East,Bhubaneswar-W6,BlueStar Supply Co,Pharma,Paracetamol,222,221,1411,482,10,On-Time,0,16751.61,14799.69,526,496
ORD-1228,2024-07-11,2024-07-12,2024-07-22,Jul,Q3,2024,South,Chennai-W3,JetStream Logistics,Pharma,Sanitizer,398,346,152,659,10,On-Time,0,16674.18,9534.18,260,238
ORD-1229,2025-08-20,2025-08-23,2025-09-03,Aug,Q3,2025,South,Bengaluru-W4,Delta Freight,Automotive,Battery,393,355,714,324,11,On-Time,0,44442.27,5260.45,87,89
ORD-1230,2024-09-21,2024-09-24,2024-10-08,Sep,Q3,2024,South,Bengaluru-W4,BlueStar Supply Co,FMCG,Biscuits,164,157,728,580,14,On-Time,0,19909.27,6690.07,187,190
ORD-1231,2024-04-30,2024-05-02,2024-05-04,Apr,Q2,2024,North,Lucknow-W2,Delta Freight,Automotive,Brake Pad,494,470,1185,455,2,On-Time,0,44188.21,4714.01,133,142
ORD-1232,2025-08-06,2025-08-08,2025-08-12,Aug,Q3,2025,East,Kolkata-W5,BlueStar Supply Co,Pharma,Sanitizer,373,372,741,799,4,Delayed,8,17308.75,15701.48,129,126
ORD-1233,2024-06-11,2024-06-13,2024-06-27,Jun,Q2,2024,North,Delhi-W1,JetStream Logistics,Pharma,Face Mask,256,234,1077,542,14,Delayed,9,13973.64,8715.83,54,47
ORD-1234,2025-06-27,2025-06-28,2025-06-30,Jun,Q2,2025,North,Delhi-W1,Delta Freight,Apparel,Jacket,116,100,1130,752,2,On-Time,0,7937.92,2822.93,184,188
ORD-1235,2025-06-16,2025-06-19,2025-06-29,Jun,Q2,2025,East,Bhubaneswar-W6,ClearPath Distributors,Apparel,Sneakers,233,224,437,563,10,Delayed,4,37722.6,4361.7,335,415
ORD-1236,2025-05-31,2025-06-01,2025-06-04,May,Q2,2025,East,Kolkata-W5,GlobalLink Supply,Apparel,T-Shirt,354,353,1455,260,3,On-Time,0,5888.38,14415.5,247,253
ORD-1237,2024-05-06,2024-05-09,2024-05-15,May,Q2,2024,West,Mumbai-W7,Delta Freight,Electronics,Tablet,265,251,1456,682,6,Delayed,10,36532.69,9538.86,420,500
ORD-1238,2025-09-24,2025-09-25,2025-10-01,Sep,Q3,2025,North,Delhi-W1,HyperChain Corp,FMCG,Shampoo,448,398,1171,356,6,On-Time,0,23439.03,4886.72,319,320
ORD-1239,2024-07-31,2024-08-03,2024-08-12,Jul,Q3,2024,East,Kolkata-W5,Apex Logistics,Electronics,Laptop,106,103,1470,655,9,Delayed,2,40078.68,3350.87,344,410
ORD-1240,2024-09-19,2024-09-22,2024-09-27,Sep,Q3,2024,West,Ahmedabad-W8,EcoShip India,Pharma,Paracetamol,101,98,1890,190,5,On-Time,0,21209.66,14181.8,282,258
ORD-1241,2024-04-07,2024-04-08,2024-04-10,Apr,Q2,2024,South,Chennai-W3,FastTrack Carriers,Apparel,Sneakers,368,327,1601,245,2,On-Time,0,20422.52,4048.98,289,244
ORD-1242,2024-10-05,2024-10-07,2024-10-20,Oct,Q4,2024,West,Ahmedabad-W8,ClearPath Distributors,Electronics,Smartphone,406,389,1829,313,13,Delayed,10,26720.37,12240.98,230,264
ORD-1243,2025-01-23,2025-01-25,2025-02-05,Jan,Q1,2025,North,Delhi-W1,HyperChain Corp,Pharma,Paracetamol,260,238,229,417,11,On-Time,0,5556.21,17629.98,340,308
ORD-1244,2025-08-13,2025-08-16,2025-08-27,Aug,Q3,2025,South,Bengaluru-W4,IndoTrans Pvt Ltd,Automotive,Brake Pad,271,257,609,643,11,On-Time,0,35433.3,8927.78,530,469
ORD-1245,2025-09-19,2025-09-20,2025-09-22,Sep,Q3,2025,South,Bengaluru-W4,HyperChain Corp,FMCG,Detergent,434,400,593,488,2,On-Time,0,7265.78,6008.72,351,369
ORD-1246,2024-08-28,2024-08-29,2024-09-07,Aug,Q3,2024,West,Ahmedabad-W8,BlueStar Supply Co,Pharma,Face Mask,211,183,1118,168,9,Delayed,7,6612.44,11883.78,386,462
ORD-1247,2025-09-10,2025-09-13,2025-09-25,Sep,Q3,2025,East,Kolkata-W5,HyperChain Corp,Apparel,Jacket,472,405,556,615,12,On-Time,0,39533.74,12799.12,431,406
ORD-1248,2025-04-08,2025-04-09,2025-04-12,Apr,Q2,2025,South,Chennai-W3,FastTrack Carriers,Apparel,Jacket,330,306,1537,258,3,Delayed,3,27159.0,16793.1,457,420
ORD-1249,2024-04-19,2024-04-21,2024-05-02,Apr,Q2,2024,South,Chennai-W3,BlueStar Supply Co,Pharma,Vitamin C,284,276,490,496,11,Delayed,7,7092.52,13398.33,397,384
ORD-1250,2025-04-06,2025-04-08,2025-04-20,Apr,Q2,2025,South,Bengaluru-W4,Apex Logistics,Automotive,Brake Pad,333,329,1817,749,12,On-Time,0,27874.98,18580.92,139,130
ORD-1251,2024-06-26,2024-06-29,2024-07-14,Jun,Q2,2024,South,Chennai-W3,GlobalLink Supply,Automotive,Tyre,308,302,957,773,15,On-Time,0,39306.86,6924.73,255,215
ORD-1252,2025-04-08,2025-04-09,2025-04-13,Apr,Q2,2025,West,Ahmedabad-W8,IndoTrans Pvt Ltd,Apparel,Jeans,152,133,1563,447,4,On-Time,0,46453.63,4388.09,427,403
ORD-1253,2024-07-01,2024-07-04,2024-07-14,Jul,Q3,2024,East,Kolkata-W5,FastTrack Carriers,Automotive,Battery,348,325,1466,577,10,On-Time,0,45223.97,11610.25,556,489
ORD-1254,2024-01-14,2024-01-17,2024-01-20,Jan,Q1,2024,North,Lucknow-W2,ClearPath Distributors,Electronics,Laptop,152,135,1708,314,3,On-Time,0,35752.56,4635.71,76,71
ORD-1255,2024-10-29,2024-10-30,2024-11-13,Oct,Q4,2024,North,Lucknow-W2,HyperChain Corp,Electronics,Smartphone,430,407,896,393,14,On-Time,0,40857.51,14530.31,419,394
ORD-1256,2025-01-25,2025-01-27,2025-02-04,Jan,Q1,2025,East,Kolkata-W5,Apex Logistics,Apparel,Jeans,367,359,1862,603,8,On-Time,0,46016.89,14683.32,351,371
ORD-1257,2025-08-25,2025-08-28,2025-09-10,Aug,Q3,2025,South,Chennai-W3,EcoShip India,Pharma,Vitamin C,399,343,455,676,13,Delayed,1,24282.85,12018.78,91,106
ORD-1258,2024-09-18,2024-09-19,2024-09-26,Sep,Q3,2024,West,Mumbai-W7,Apex Logistics,FMCG,Biscuits,355,304,1380,780,7,On-Time,0,18551.97,16218.35,302,321
ORD-1259,2025-12-25,2025-12-27,2026-01-06,Dec,Q4,2025,South,Chennai-W3,IndoTrans Pvt Ltd,Electronics,Smartphone,262,244,926,244,10,On-Time,0,44752.85,13940.02,197,209
ORD-1260,2024-08-11,2024-08-14,2024-08-24,Aug,Q3,2024,West,Mumbai-W7,BlueStar Supply Co,Apparel,Sneakers,173,170,1356,786,10,Delayed,1,35714.81,7776.87,568,508
ORD-1261,2024-04-26,2024-04-28,2024-05-04,Apr,Q2,2024,East,Kolkata-W5,IndoTrans Pvt Ltd,Apparel,Sneakers,299,256,1939,347,6,On-Time,0,8705.55,3727.22,441,435
ORD-1262,2024-01-08,2024-01-11,2024-01-14,Jan,Q1,2024,South,Chennai-W3,GlobalLink Supply,Electronics,Smartphone,325,316,1899,595,3,On-Time,0,47288.8,15444.03,95,118
ORD-1263,2024-12-05,2024-12-06,2024-12-09,Dec,Q4,2024,North,Delhi-W1,ClearPath Distributors,Apparel,T-Shirt,344,334,1965,414,3,On-Time,0,25300.65,9280.06,162,201
ORD-1264,2025-11-20,2025-11-21,2025-12-01,Nov,Q4,2025,North,Delhi-W1,JetStream Logistics,Electronics,Laptop,233,230,317,446,10,On-Time,0,18560.78,3557.09,504,431
ORD-1265,2025-01-25,2025-01-27,2025-02-11,Jan,Q1,2025,North,Lucknow-W2,ClearPath Distributors,Automotive,Engine Oil,119,114,1731,708,15,Delayed,3,18412.54,17965.61,512,447
ORD-1266,2025-10-25,2025-10-27,2025-10-29,Oct,Q4,2025,South,Chennai-W3,Apex Logistics,Electronics,Smart Watch,325,302,274,462,2,Delayed,6,14528.16,18301.3,477,475
ORD-1267,2024-06-13,2024-06-14,2024-06-19,Jun,Q2,2024,East,Kolkata-W5,BlueStar Supply Co,FMCG,Detergent,485,466,1224,622,5,On-Time,0,8291.51,14090.33,140,168
